metric,value
mrr@10,0.5070575396825396
num_eval_examples,3000.0
recall@1,0.09907006808692821
recall@10,0.4566870227460539
recall@20,0.610919161868049
recall@30,0.7045818702937868
recall@5,0.32542377943301415
recall@50,0.8299361310254081
